Source,Target,Type,Id,Label,Weight,video_num,target_org,se_code,topics,source_org
70,77,Undirected,242,,0.018182,247,London School of Economics and Political Science (LSE),COP28-183,19,United Nations Environment Programme (UNEP)
71,72,Undirected,243,,0.018182,247,United Nations Economic Commission for Latin America and the Caribbean (ECLAC),COP28-183,19,United Nations Economic Commission for Africa (ECA)
71,73,Undirected,244,,0.018182,247,Saudi Arabia,COP28-183,19,United Nations Economic Commission for Africa (ECA)
71,74,Undirected,245,,0.018182,247,African Export-Import Bank,COP28-183,19,United Nations Economic Commission for Africa (ECA)
71,75,Undirected,246,,0.018182,247,International Monetary Fund (IMF),COP28-183,19,United Nations Economic Commission for Africa (ECA)
71,76,Undirected,247,,0.018182,247,University of Queensland,COP28-183,19,United Nations Economic Commission for Africa (ECA)
71,77,Undirected,248,,0.018182,247,London School of Economics and Political Science (LSE),COP28-183,19,United Nations Economic Commission for Africa (ECA)
72,73,Undirected,249,,0.018182,247,Saudi Arabia,COP28-183,19,United Nations Economic Commission for Latin America and the Caribbean (ECLAC)
72,74,Undirected,250,,0.018182,247,African Export-Import Bank,COP28-183,19,United Nations Economic Commission for Latin America and the Caribbean (ECLAC)
72,75,Undirected,251,,0.018182,247,International Monetary Fund (IMF),COP28-183,19,United Nations Economic Commission for Latin America and the Caribbean (ECLAC)
72,76,Undirected,252,,0.018182,247,University of Queensland,COP28-183,19,United Nations Economic Commission for Latin America and the Caribbean (ECLAC)
72,77,Undirected,253,,0.018182,247,London School of Economics and Political Science (LSE),COP28-183,19,United Nations Economic Commission for Latin America and the Caribbean (ECLAC)
73,74,Undirected,254,,0.018182,247,African Export-Import Bank,COP28-183,19,Saudi Arabia
73,75,Undirected,255,,0.018182,247,International Monetary Fund (IMF),COP28-183,19,Saudi Arabia
73,76,Undirected,256,,0.018182,247,University of Queensland,COP28-183,19,Saudi Arabia
73,77,Undirected,257,,0.018182,247,London School of Economics and Political Science (LSE),COP28-183,19,Saudi Arabia
74,75,Undirected,258,,0.018182,247,International Monetary Fund (IMF),COP28-183,19,African Export-Import Bank
74,76,Undirected,259,,0.018182,247,University of Queensland,COP28-183,19,African Export-Import Bank
74,77,Undirected,260,,0.018182,247,London School of Economics and Political Science (LSE),COP28-183,19,African Export-Import Bank
75,76,Undirected,261,,0.018182,247,University of Queensland,COP28-183,19,International Monetary Fund (IMF)
75,77,Undirected,262,,0.018182,247,London School of Economics and Political Science (LSE),COP28-183,19,International Monetary Fund (IMF)
76,77,Undirected,263,,0.018182,247,London School of Economics and Political Science (LSE),COP28-183,19,University of Queensland
78,79,Undirected,264,,0.1,250,Lightsource bp,COP28-194,2,The Association for Renewable Energy and Clean Technology (REA)
78,80,Undirected,265,,0.1,250,University of Plymouth,COP28-194,2,The Association for Renewable Energy and Clean Technology (REA)
78,81,Undirected,266,,0.1,250,Coastal Development Partnership (CDPBD),COP28-194,2,The Association for Renewable Energy and Clean Technology (REA)
78,82,Undirected,267,,0.1,250,Budweiser,COP28-194,2,The Association for Renewable Energy and Clean Technology (REA)
79,80,Undirected,268,,0.1,250,University of Plymouth,COP28-194,2,Lightsource bp
79,81,Undirected,269,,0.1,250,Coastal Development Partnership (CDPBD),COP28-194,2,Lightsource bp
79,82,Undirected,270,,0.1,250,Budweiser,COP28-194,2,Lightsource bp
80,81,Undirected,271,,0.1,250,Coastal Development Partnership (CDPBD),COP28-194,2,University of Plymouth
80,82,Undirected,272,,0.1,250,Budweiser,COP28-194,2,University of Plymouth
81,82,Undirected,273,,0.1,250,Budweiser,COP28-194,2,Coastal Development Partnership (CDPBD)
83,84,Undirected,274,,0.035714,232,European Nuclear Society (ENS),COP28-196,2,American Nuclear Society (ANS)
83,85,Undirected,275,,0.035714,232,University of Cambridge,COP28-196,2,American Nuclear Society (ANS)
83,86,Undirected,276,,0.035714,232,Nuclear for Climate,COP28-196,2,American Nuclear Society (ANS)
83,87,Undirected,277,,0.035714,232,Urenco,COP28-196,2,American Nuclear Society (ANS)
83,88,Undirected,278,,0.035714,232,EDF,COP28-196,2,American Nuclear Society (ANS)
83,89,Undirected,279,,0.035714,232,Idaho National Laboratory,COP28-196,2,American Nuclear Society (ANS)
83,90,Undirected,280,,0.035714,232,Anthropocene Institute,COP28-196,2,American Nuclear Society (ANS)
84,85,Undirected,281,,0.035714,232,University of Cambridge,COP28-196,2,European Nuclear Society (ENS)
84,86,Undirected,282,,0.035714,232,Nuclear for Climate,COP28-196,2,European Nuclear Society (ENS)
84,87,Undirected,283,,0.035714,232,Urenco,COP28-196,2,European Nuclear Society (ENS)
84,88,Undirected,284,,0.035714,232,EDF,COP28-196,2,European Nuclear Society (ENS)
84,89,Undirected,285,,0.035714,232,Idaho National Laboratory,COP28-196,2,European Nuclear Society (ENS)
84,90,Undirected,286,,0.035714,232,Anthropocene Institute,COP28-196,2,European Nuclear Society (ENS)
85,86,Undirected,287,,0.035714,232,Nuclear for Climate,COP28-196,2,University of Cambridge
85,87,Undirected,288,,0.035714,232,Urenco,COP28-196,2,University of Cambridge
85,88,Undirected,289,,0.035714,232,EDF,COP28-196,2,University of Cambridge
85,89,Undirected,290,,0.035714,232,Idaho National Laboratory,COP28-196,2,University of Cambridge
85,90,Undirected,291,,0.035714,232,Anthropocene Institute,COP28-196,2,University of Cambridge
86,87,Undirected,292,,0.035714,232,Urenco,COP28-196,2,Nuclear for Climate
86,88,Undirected,293,,0.035714,232,EDF,COP28-196,2,Nuclear for Climate
86,89,Undirected,294,,0.035714,232,Idaho National Laboratory,COP28-196,2,Nuclear for Climate
86,90,Undirected,295,,0.035714,232,Anthropocene Institute,COP28-196,2,Nuclear for Climate
87,88,Undirected,296,,0.035714,232,EDF,COP28-196,2,Urenco
87,89,Undirected,297,,0.035714,232,Idaho National Laboratory,COP28-196,2,Urenco
87,90,Undirected,298,,0.035714,232,Anthropocene Institute,COP28-196,2,Urenco
88,89,Undirected,299,,0.035714,232,Idaho National Laboratory,COP28-196,2,EDF
88,90,Undirected,300,,0.035714,232,Anthropocene Institute,COP28-196,2,EDF
89,90,Undirected,301,,0.035714,232,Anthropocene Institute,COP28-196,2,Idaho National Laboratory
91,92,Undirected,302,,0.1,253,International Council for Mining and Metals (ICMM),COP28-198,19,Philippines
91,93,Undirected,303,,0.1,253,Global Witness,COP28-198,19,Philippines
91,94,Undirected,304,,0.1,253,SSE Renewables,COP28-198,19,Philippines
91,95,Undirected,305,,0.1,253,The Extractive Industries Transparency Initiative * (EITI),COP28-198,19,Philippines
92,93,Undirected,306,,0.1,253,Global Witness,COP28-198,19,International Council for Mining and Metals (ICMM)
92,94,Undirected,307,,0.1,253,SSE Renewables,COP28-198,19,International Council for Mining and Metals (ICMM)
92,95,Undirected,308,,0.1,253,The Extractive Industries Transparency Initiative * (EITI),COP28-198,19,International Council for Mining and Metals (ICMM)
93,94,Undirected,309,,0.1,253,SSE Renewables,COP28-198,19,Global Witness
93,95,Undirected,310,,0.1,253,The Extractive Industries Transparency Initiative * (EITI),COP28-198,19,Global Witness
94,95,Undirected,311,,0.1,253,The Extractive Industries Transparency Initiative * (EITI),COP28-198,19,SSE Renewables
96,38,Undirected,312,,0.066667,148,International Renewable Energy Agency (IRENA),COP28-209,2,Alliance to Save Energy (ASE)
96,98,Undirected,313,,0.066667,148,Clean Energy Council,COP28-209,2,Alliance to Save Energy (ASE)
96,100,Undirected,314,,0.066667,148,Association of Energy Engineers (AEE),COP28-209,2,Alliance to Save Energy (ASE)
96,101,Undirected,315,,0.066667,148,Goldwind Australia,COP28-209,2,Alliance to Save Energy (ASE)
96,102,Undirected,316,,0.066667,148,Capital Power,COP28-209,2,Alliance to Save Energy (ASE)
38,98,Undirected,317,,0.066667,148,Clean Energy Council,COP28-209,2,International Renewable Energy Agency (IRENA)
38,100,Undirected,318,,0.066667,148,Association of Energy Engineers (AEE),COP28-209,2,International Renewable Energy Agency (IRENA)
38,101,Undirected,319,,0.066667,148,Goldwind Australia,COP28-209,2,International Renewable Energy Agency (IRENA)
38,102,Undirected,320,,0.066667,148,Capital Power,COP28-209,2,International Renewable Energy Agency (IRENA)
98,100,Undirected,321,,0.066667,148,Association of Energy Engineers (AEE),COP28-209,2,Clean Energy Council
98,101,Undirected,322,,0.066667,148,Goldwind Australia,COP28-209,2,Clean Energy Council
98,102,Undirected,323,,0.066667,148,Capital Power,COP28-209,2,Clean Energy Council
100,101,Undirected,324,,0.066667,148,Goldwind Australia,COP28-209,2,Association of Energy Engineers (AEE)
100,102,Undirected,325,,0.066667,148,Capital Power,COP28-209,2,Association of Energy Engineers (AEE)
101,102,Undirected,326,,0.066667,148,Capital Power,COP28-209,2,Goldwind Australia
103,104,Undirected,327,,0.166667,244,International Network for Sustainable Energy (INFORSE),COP28-224,62,Global Ecovillage Network (GEN - International)
103,105,Undirected,328,,0.166667,244,Nordic Folkecenter for Renewable Energy (NFVE),COP28-224,62,Global Ecovillage Network (GEN - International)
103,106,Undirected,329,,0.166667,244,Integrated Sustainable Energy and Ecological Development Association (INSEDA),COP28-224,62,Global Ecovillage Network (GEN - International)
104,105,Undirected,330,,0.166667,244,Nordic Folkecenter for Renewable Energy (NFVE),COP28-224,62,International Network for Sustainable Energy (INFORSE)
104,106,Undirected,331,,0.166667,244,Integrated Sustainable Energy and Ecological Development Association (INSEDA),COP28-224,62,International Network for Sustainable Energy (INFORSE)
105,106,Undirected,332,,0.166667,244,Integrated Sustainable Energy and Ecological Development Association (INSEDA),COP28-224,62,Nordic Folkecenter for Renewable Energy (NFVE)
107,108,Undirected,333,,0.1,130,Federal University of Rio de Janeiro (UFRJ),COP28-236,2,Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech)
107,109,Undirected,334,,0.1,130,Indian Institute of Management Ahmedabad (IIMA),COP28-236,2,Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech)
107,111,Undirected,335,,0.1,130,Centre International de Recherche sur l'Environnement et le Développement (CIRED),COP28-236,2,Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech)
107,112,Undirected,336,,0.1,130,OXFAM International (OI),COP28-236,2,Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech)
108,109,Undirected,337,,0.1,130,Indian Institute of Management Ahmedabad (IIMA),COP28-236,2,Federal University of Rio de Janeiro (UFRJ)
108,111,Undirected,338,,0.1,130,Centre International de Recherche sur l'Environnement et le Développement (CIRED),COP28-236,2,Federal University of Rio de Janeiro (UFRJ)
108,112,Undirected,339,,0.1,130,OXFAM International (OI),COP28-236,2,Federal University of Rio de Janeiro (UFRJ)
109,111,Undirected,340,,0.1,130,Centre International de Recherche sur l'Environnement et le Développement (CIRED),COP28-236,2,Indian Institute of Management Ahmedabad (IIMA)
109,112,Undirected,341,,0.1,130,OXFAM International (OI),COP28-236,2,Indian Institute of Management Ahmedabad (IIMA)
111,112,Undirected,342,,0.1,130,OXFAM International (OI),COP28-236,2,Centre International de Recherche sur l'Environnement et le Développement (CIRED)
113,114,Undirected,343,,0.166667,129,International Energy Agency (IEA),COP28-244,2,Secretariat of the United Nations Framework Convention on Climate Change (UNFCCC)
113,38,Undirected,344,,0.166667,129,International Renewable Energy Agency (IRENA),COP28-244,2,Secretariat of the United Nations Framework Convention on Climate Change (UNFCCC)
113,116,Undirected,345,,0.166667,129,Ethiopia,COP28-244,2,Secretariat of the United Nations Framework Convention on Climate Change (UNFCCC)
114,38,Undirected,346,,0.166667,129,International Renewable Energy Agency (IRENA),COP28-244,2,International Energy Agency (IEA)
114,116,Undirected,347,,0.166667,129,Ethiopia,COP28-244,2,International Energy Agency (IEA)
38,116,Undirected,348,,0.166667,129,Ethiopia,COP28-244,2,International Renewable Energy Agency (IRENA)
117,38,Undirected,349,,0.008333,100,International Renewable Energy Agency (IRENA),COP28-266,2,United Nations (UN)
117,119,Undirected,350,,0.008333,100,Danish Society of Engineers,COP28-266,2,United Nations (UN)
117,120,Undirected,351,,0.008333,100,Longi,COP28-266,2,United Nations (UN)
117,121,Undirected,352,,0.008333,100,China Photovoltaic Industry Association (CPIA),COP28-266,2,United Nations (UN)
117,122,Undirected,353,,0.008333,100,Bloomberg NEF,COP28-266,2,United Nations (UN)
117,123,Undirected,354,,0.008333,100,China New Energy Chamber of Commerce (CNECC),COP28-266,2,United Nations (UN)
117,124,Undirected,355,,0.008333,100,ClimateWorks Foundation,COP28-266,2,United Nations (UN)
117,125,Undirected,356,,0.008333,100,JinkoSolar,COP28-266,2,United Nations (UN)
117,126,Undirected,357,,0.008333,100,Sungrow Power Supplies,COP28-266,2,United Nations (UN)
117,127,Undirected,358,,0.008333,100,AMEA Power,COP28-266,2,United Nations (UN)
117,128,Undirected,359,,0.008333,100,Strategic Security Systems,COP28-266,2,United Nations (UN)
117,129,Undirected,360,,0.008333,100,NaaS Technology Inc.,COP28-266,2,United Nations (UN)
117,130,Undirected,361,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,United Nations (UN)
117,131,Undirected,362,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,United Nations (UN)
117,132,Undirected,363,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,United Nations (UN)
38,119,Undirected,364,,0.008333,100,Danish Society of Engineers,COP28-266,2,International Renewable Energy Agency (IRENA)
38,120,Undirected,365,,0.008333,100,Longi,COP28-266,2,International Renewable Energy Agency (IRENA)
38,121,Undirected,366,,0.008333,100,China Photovoltaic Industry Association (CPIA),COP28-266,2,International Renewable Energy Agency (IRENA)
38,122,Undirected,367,,0.008333,100,Bloomberg NEF,COP28-266,2,International Renewable Energy Agency (IRENA)
38,123,Undirected,368,,0.008333,100,China New Energy Chamber of Commerce (CNECC),COP28-266,2,International Renewable Energy Agency (IRENA)
38,124,Undirected,369,,0.008333,100,ClimateWorks Foundation,COP28-266,2,International Renewable Energy Agency (IRENA)
38,125,Undirected,370,,0.008333,100,JinkoSolar,COP28-266,2,International Renewable Energy Agency (IRENA)
38,126,Undirected,371,,0.008333,100,Sungrow Power Supplies,COP28-266,2,International Renewable Energy Agency (IRENA)
38,127,Undirected,372,,0.008333,100,AMEA Power,COP28-266,2,International Renewable Energy Agency (IRENA)
38,128,Undirected,373,,0.008333,100,Strategic Security Systems,COP28-266,2,International Renewable Energy Agency (IRENA)
38,129,Undirected,374,,0.008333,100,NaaS Technology Inc.,COP28-266,2,International Renewable Energy Agency (IRENA)
38,130,Undirected,375,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,International Renewable Energy Agency (IRENA)
38,131,Undirected,376,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,International Renewable Energy Agency (IRENA)
38,132,Undirected,377,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,International Renewable Energy Agency (IRENA)
119,120,Undirected,378,,0.008333,100,Longi,COP28-266,2,Danish Society of Engineers
119,121,Undirected,379,,0.008333,100,China Photovoltaic Industry Association (CPIA),COP28-266,2,Danish Society of Engineers
119,122,Undirected,380,,0.008333,100,Bloomberg NEF,COP28-266,2,Danish Society of Engineers
119,123,Undirected,381,,0.008333,100,China New Energy Chamber of Commerce (CNECC),COP28-266,2,Danish Society of Engineers
119,124,Undirected,382,,0.008333,100,ClimateWorks Foundation,COP28-266,2,Danish Society of Engineers
119,125,Undirected,383,,0.008333,100,JinkoSolar,COP28-266,2,Danish Society of Engineers
119,126,Undirected,384,,0.008333,100,Sungrow Power Supplies,COP28-266,2,Danish Society of Engineers
119,127,Undirected,385,,0.008333,100,AMEA Power,COP28-266,2,Danish Society of Engineers
119,128,Undirected,386,,0.008333,100,Strategic Security Systems,COP28-266,2,Danish Society of Engineers
119,129,Undirected,387,,0.008333,100,NaaS Technology Inc.,COP28-266,2,Danish Society of Engineers
119,130,Undirected,388,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,Danish Society of Engineers
119,131,Undirected,389,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,Danish Society of Engineers
119,132,Undirected,390,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,Danish Society of Engineers
120,121,Undirected,391,,0.008333,100,China Photovoltaic Industry Association (CPIA),COP28-266,2,Longi
120,122,Undirected,392,,0.008333,100,Bloomberg NEF,COP28-266,2,Longi
120,123,Undirected,393,,0.008333,100,China New Energy Chamber of Commerce (CNECC),COP28-266,2,Longi
120,124,Undirected,394,,0.008333,100,ClimateWorks Foundation,COP28-266,2,Longi
120,125,Undirected,395,,0.008333,100,JinkoSolar,COP28-266,2,Longi
120,126,Undirected,396,,0.008333,100,Sungrow Power Supplies,COP28-266,2,Longi
120,127,Undirected,397,,0.008333,100,AMEA Power,COP28-266,2,Longi
120,128,Undirected,398,,0.008333,100,Strategic Security Systems,COP28-266,2,Longi
120,129,Undirected,399,,0.008333,100,NaaS Technology Inc.,COP28-266,2,Longi
120,130,Undirected,400,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,Longi
120,131,Undirected,401,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,Longi
120,132,Undirected,402,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,Longi
121,122,Undirected,403,,0.008333,100,Bloomberg NEF,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,123,Undirected,404,,0.008333,100,China New Energy Chamber of Commerce (CNECC),COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,124,Undirected,405,,0.008333,100,ClimateWorks Foundation,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,125,Undirected,406,,0.008333,100,JinkoSolar,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,126,Undirected,407,,0.008333,100,Sungrow Power Supplies,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,127,Undirected,408,,0.008333,100,AMEA Power,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,128,Undirected,409,,0.008333,100,Strategic Security Systems,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,129,Undirected,410,,0.008333,100,NaaS Technology Inc.,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,130,Undirected,411,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,131,Undirected,412,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,China Photovoltaic Industry Association (CPIA)
121,132,Undirected,413,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,China Photovoltaic Industry Association (CPIA)
122,123,Undirected,414,,0.008333,100,China New Energy Chamber of Commerce (CNECC),COP28-266,2,Bloomberg NEF
122,124,Undirected,415,,0.008333,100,ClimateWorks Foundation,COP28-266,2,Bloomberg NEF
122,125,Undirected,416,,0.008333,100,JinkoSolar,COP28-266,2,Bloomberg NEF
122,126,Undirected,417,,0.008333,100,Sungrow Power Supplies,COP28-266,2,Bloomberg NEF
122,127,Undirected,418,,0.008333,100,AMEA Power,COP28-266,2,Bloomberg NEF
122,128,Undirected,419,,0.008333,100,Strategic Security Systems,COP28-266,2,Bloomberg NEF
122,129,Undirected,420,,0.008333,100,NaaS Technology Inc.,COP28-266,2,Bloomberg NEF
122,130,Undirected,421,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,Bloomberg NEF
122,131,Undirected,422,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,Bloomberg NEF
122,132,Undirected,423,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,Bloomberg NEF
123,124,Undirected,424,,0.008333,100,ClimateWorks Foundation,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,125,Undirected,425,,0.008333,100,JinkoSolar,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,126,Undirected,426,,0.008333,100,Sungrow Power Supplies,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,127,Undirected,427,,0.008333,100,AMEA Power,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,128,Undirected,428,,0.008333,100,Strategic Security Systems,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,129,Undirected,429,,0.008333,100,NaaS Technology Inc.,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,130,Undirected,430,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,131,Undirected,431,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,China New Energy Chamber of Commerce (CNECC)
123,132,Undirected,432,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,China New Energy Chamber of Commerce (CNECC)
124,125,Undirected,433,,0.008333,100,JinkoSolar,COP28-266,2,ClimateWorks Foundation
124,126,Undirected,434,,0.008333,100,Sungrow Power Supplies,COP28-266,2,ClimateWorks Foundation
124,127,Undirected,435,,0.008333,100,AMEA Power,COP28-266,2,ClimateWorks Foundation
124,128,Undirected,436,,0.008333,100,Strategic Security Systems,COP28-266,2,ClimateWorks Foundation
124,129,Undirected,437,,0.008333,100,NaaS Technology Inc.,COP28-266,2,ClimateWorks Foundation
124,130,Undirected,438,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,ClimateWorks Foundation
124,131,Undirected,439,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,ClimateWorks Foundation
124,132,Undirected,440,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,ClimateWorks Foundation
125,126,Undirected,441,,0.008333,100,Sungrow Power Supplies,COP28-266,2,JinkoSolar
125,127,Undirected,442,,0.008333,100,AMEA Power,COP28-266,2,JinkoSolar
125,128,Undirected,443,,0.008333,100,Strategic Security Systems,COP28-266,2,JinkoSolar
125,129,Undirected,444,,0.008333,100,NaaS Technology Inc.,COP28-266,2,JinkoSolar
125,130,Undirected,445,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,JinkoSolar
125,131,Undirected,446,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,JinkoSolar
125,132,Undirected,447,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,JinkoSolar
126,127,Undirected,448,,0.008333,100,AMEA Power,COP28-266,2,Sungrow Power Supplies
126,128,Undirected,449,,0.008333,100,Strategic Security Systems,COP28-266,2,Sungrow Power Supplies
126,129,Undirected,450,,0.008333,100,NaaS Technology Inc.,COP28-266,2,Sungrow Power Supplies
126,130,Undirected,451,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,Sungrow Power Supplies
126,131,Undirected,452,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,Sungrow Power Supplies
126,132,Undirected,453,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,Sungrow Power Supplies
127,128,Undirected,454,,0.008333,100,Strategic Security Systems,COP28-266,2,AMEA Power
127,129,Undirected,455,,0.008333,100,NaaS Technology Inc.,COP28-266,2,AMEA Power
127,130,Undirected,456,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,AMEA Power
127,131,Undirected,457,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,AMEA Power
127,132,Undirected,458,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,AMEA Power
128,129,Undirected,459,,0.008333,100,NaaS Technology Inc.,COP28-266,2,Strategic Security Systems
128,130,Undirected,460,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,Strategic Security Systems
128,131,Undirected,461,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,Strategic Security Systems
128,132,Undirected,462,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,Strategic Security Systems
129,130,Undirected,463,,0.008333,100,Chinese Renewable Energy Industries Association,COP28-266,2,NaaS Technology Inc.
129,131,Undirected,464,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,NaaS Technology Inc.
129,132,Undirected,465,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,NaaS Technology Inc.
130,131,Undirected,466,,0.008333,100,International Society for Energy Transition Studies,COP28-266,2,Chinese Renewable Energy Industries Association
130,132,Undirected,467,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,Chinese Renewable Energy Industries Association
131,132,Undirected,468,,0.008333,100,Institute for Essential Services Reform (IESR),COP28-266,2,International Society for Energy Transition Studies
133,135,Undirected,469,,0.166667,62,Youth for Environment & Sustainable Development (YSD),COP28-288,19,Leave it in the ground Intiative
133,136,Undirected,470,,0.166667,62,Friends of the Earth International (FOEI),COP28-288,19,Leave it in the ground Intiative
133,137,Undirected,471,,0.166667,62,Deutsche Umwelthilfe e.V.,COP28-288,19,Leave it in the ground Intiative
135,136,Undirected,472,,0.166667,62,Friends of the Earth International (FOEI),COP28-288,19,Youth for Environment & Sustainable Development (YSD)
135,137,Undirected,473,,0.166667,62,Deutsche Umwelthilfe e.V.,COP28-288,19,Youth for Environment & Sustainable Development (YSD)
136,137,Undirected,474,,0.166667,62,Deutsche Umwelthilfe e.V.,COP28-288,19,Friends of the Earth International (FOEI)
138,139,Undirected,475,,0.1,68,Environmental Defence Canada,COP28-290,19,Youth Climate Lab (YCL)
138,140,Undirected,476,,0.1,68,Africa Network for Environment and Economic Justice (ANEEJ),COP28-290,19,Youth Climate Lab (YCL)
138,141,Undirected,477,,0.1,68,Waterkeeper Alliance,COP28-290,19,Youth Climate Lab (YCL)
138,143,Undirected,478,,0.1,68,United Kingdom Youth Climate Coalition Limited (UKYCC),COP28-290,19,Youth Climate Lab (YCL)
139,140,Undirected,479,,0.1,68,Africa Network for Environment and Economic Justice (ANEEJ),COP28-290,19,Environmental Defence Canada
139,141,Undirected,480,,0.1,68,Waterkeeper Alliance,COP28-290,19,Environmental Defence Canada
139,143,Undirected,481,,0.1,68,United Kingdom Youth Climate Coalition Limited (UKYCC),COP28-290,19,Environmental Defence Canada
140,141,Undirected,482,,0.1,68,Waterkeeper Alliance,COP28-290,19,Africa Network for Environment and Economic Justice (ANEEJ)
140,143,Undirected,483,,0.1,68,United Kingdom Youth Climate Coalition Limited (UKYCC),COP28-290,19,Africa Network for Environment and Economic Justice (ANEEJ)
141,143,Undirected,484,,0.1,68,United Kingdom Youth Climate Coalition Limited (UKYCC),COP28-290,19,Waterkeeper Alliance
144,145,Undirected,485,,0.047619,17,Saint Kitts and Nevis,COP28-291,2,Green Solutions International SKN Incorporated
144,146,Undirected,486,,0.047619,17,Foundation of Taiwan Industry Service (FTIS),COP28-291,2,Green Solutions International SKN Incorporated
144,147,Undirected,487,,0.047619,17,The St. Kitts Electricity Company,COP28-291,2,Green Solutions International SKN Incorporated
144,148,Undirected,488,,0.047619,17,Palau Public Utilities Corporation,COP28-291,2,Green Solutions International SKN Incorporated
144,149,Undirected,489,,0.047619,17,Taiwan International Cooperation and Development Fund (Taiwan ICDF),COP28-291,2,Green Solutions International SKN Incorporated
144,150,Undirected,490,,0.047619,17,Taipei City Government,COP28-291,2,Green Solutions International SKN Incorporated
145,146,Undirected,491,,0.047619,17,Foundation of Taiwan Industry Service (FTIS),COP28-291,2,Saint Kitts and Nevis
145,147,Undirected,492,,0.047619,17,The St. Kitts Electricity Company,COP28-291,2,Saint Kitts and Nevis
145,148,Undirected,493,,0.047619,17,Palau Public Utilities Corporation,COP28-291,2,Saint Kitts and Nevis
145,149,Undirected,494,,0.047619,17,Taiwan International Cooperation and Development Fund (Taiwan ICDF),COP28-291,2,Saint Kitts and Nevis
145,150,Undirected,495,,0.047619,17,Taipei City Government,COP28-291,2,Saint Kitts and Nevis
146,147,Undirected,496,,0.047619,17,The St. Kitts Electricity Company,COP28-291,2,Foundation of Taiwan Industry Service (FTIS)
146,148,Undirected,497,,0.047619,17,Palau Public Utilities Corporation,COP28-291,2,Foundation of Taiwan Industry Service (FTIS)
146,149,Undirected,498,,0.047619,17,Taiwan International Cooperation and Development Fund (Taiwan ICDF),COP28-291,2,Foundation of Taiwan Industry Service (FTIS)
