Source,Target,Type,Id,Label,Weight,se_code,title/description,source_name,target_name,new_topics_ctfidf
1407,646,Undirected,13204,,0.166667,COP21-167,"keeping fossil fuels in the ground: the international movement to ban fracking this panel will highlight the strategies, goals, and progress in the movement to ban fracking and other extreme energy extraction in different parts of the world. we will look at the essential role of such movements in building political momentum to achieve real progress in the unfccc negotiations",Mercy International Association (MIA),Society of Catholic Medical Missionaries (SCMM),19
294,297,Undirected,13205,,0.166667,COP23-351,"transforming hearts, lives and government policies: 1.5°c without reliance on geo-engineering how to address the existential threat of climate change incl. desertification? solutions incl. renewable energy and transforming lifestyles. how to empower ourselves, our neighbors and decision makers to transform awareness, collaboration and economic approaches at the root cause of climate change?",Global Alert for Defence of Youth and the Less Privileged (GADYLP),Brahma Kumaris World Spiritual University (BKWSU),2
284,297,Undirected,13206,,0.166667,COP23-351,"transforming hearts, lives and government policies: 1.5°c without reliance on geo-engineering how to address the existential threat of climate change incl. desertification? solutions incl. renewable energy and transforming lifestyles. how to empower ourselves, our neighbors and decision makers to transform awareness, collaboration and economic approaches at the root cause of climate change?",Friends World Committee for Consultation,Brahma Kumaris World Spiritual University (BKWSU),2
3,297,Undirected,13207,,0.166667,COP23-351,"transforming hearts, lives and government policies: 1.5°c without reliance on geo-engineering how to address the existential threat of climate change incl. desertification? solutions incl. renewable energy and transforming lifestyles. how to empower ourselves, our neighbors and decision makers to transform awareness, collaboration and economic approaches at the root cause of climate change?",United Nations of Youth Network (UNOY),Brahma Kumaris World Spiritual University (BKWSU),2
294,284,Undirected,13208,,0.166667,COP23-351,"transforming hearts, lives and government policies: 1.5°c without reliance on geo-engineering how to address the existential threat of climate change incl. desertification? solutions incl. renewable energy and transforming lifestyles. how to empower ourselves, our neighbors and decision makers to transform awareness, collaboration and economic approaches at the root cause of climate change?",Global Alert for Defence of Youth and the Less Privileged (GADYLP),Friends World Committee for Consultation,2
3,284,Undirected,13209,,0.166667,COP23-351,"transforming hearts, lives and government policies: 1.5°c without reliance on geo-engineering how to address the existential threat of climate change incl. desertification? solutions incl. renewable energy and transforming lifestyles. how to empower ourselves, our neighbors and decision makers to transform awareness, collaboration and economic approaches at the root cause of climate change?",United Nations of Youth Network (UNOY),Friends World Committee for Consultation,2
294,3,Undirected,13210,,0.166667,COP23-351,"transforming hearts, lives and government policies: 1.5°c without reliance on geo-engineering how to address the existential threat of climate change incl. desertification? solutions incl. renewable energy and transforming lifestyles. how to empower ourselves, our neighbors and decision makers to transform awareness, collaboration and economic approaches at the root cause of climate change?",Global Alert for Defence of Youth and the Less Privileged (GADYLP),United Nations of Youth Network (UNOY),2
1761,364,Undirected,13211,,1.233333,COP27-322,"people vs fossil fuels: the global climate emergency movement a swift and equitable end to fossil fuels is needed to stop the climate emergency. hear from grassroots leaders about the global movement to ensure leaders choose people over fossil fuels, address the climate crisis as an emergency, stop fossil fuel expansion and advance a just energy revolution.",Center for Biological Diversity (CBD),Institute for Policy Studies (IPS),19
607,364,Undirected,13212,,0.166667,COP28-050,"the global fight to end fossil fuels addressing the climate emergency doesn’t only mean deploying renewable energy, it must also mean equitably and swiftly phasing out fossil fuels. hear from grassroots leaders in the global fight to stop fossil fuel expansion, imports and exports and advance a just renewable energy revolution.",Earthworks,Center for Biological Diversity (CBD),19
1761,1491,Undirected,13213,,0.5,COP28-050,"the global fight to end fossil fuels addressing the climate emergency doesn’t only mean deploying renewable energy, it must also mean equitably and swiftly phasing out fossil fuels. hear from grassroots leaders in the global fight to stop fossil fuel expansion, imports and exports and advance a just renewable energy revolution.",Institute for Policy Studies (IPS),Human Rights Foundation of Aotearoa New Zealand (HRF),19
607,1491,Undirected,13214,,0.166667,COP28-050,"the global fight to end fossil fuels addressing the climate emergency doesn’t only mean deploying renewable energy, it must also mean equitably and swiftly phasing out fossil fuels. hear from grassroots leaders in the global fight to stop fossil fuel expansion, imports and exports and advance a just renewable energy revolution.",Earthworks,Human Rights Foundation of Aotearoa New Zealand (HRF),19
364,1491,Undirected,13215,,0.5,COP28-050,"the global fight to end fossil fuels addressing the climate emergency doesn’t only mean deploying renewable energy, it must also mean equitably and swiftly phasing out fossil fuels. hear from grassroots leaders in the global fight to stop fossil fuel expansion, imports and exports and advance a just renewable energy revolution.",Center for Biological Diversity (CBD),Human Rights Foundation of Aotearoa New Zealand (HRF),19
1761,607,Undirected,13216,,0.166667,COP28-050,"the global fight to end fossil fuels addressing the climate emergency doesn’t only mean deploying renewable energy, it must also mean equitably and swiftly phasing out fossil fuels. hear from grassroots leaders in the global fight to stop fossil fuel expansion, imports and exports and advance a just renewable energy revolution.",Institute for Policy Studies (IPS),Earthworks,19
1761,686,Undirected,13218,,0.333333,COP25-006,"transportation & oil: phasing out diesel engines and the fuel they use to meet the paris agreement reform of the fossil-fuel dependent transportation sector is an essential, achievable goal to meet the paris agreement goals. this panel highlights the successful efforts of governments and civil society, including those in europe, asia, and north america, to phase out fossil fuels and vehicles.",Institute for Policy Studies (IPS),European Federation of Transport and Environment (T&E),19
364,686,Undirected,13219,,0.333333,COP25-006,"transportation & oil: phasing out diesel engines and the fuel they use to meet the paris agreement reform of the fossil-fuel dependent transportation sector is an essential, achievable goal to meet the paris agreement goals. this panel highlights the successful efforts of governments and civil society, including those in europe, asia, and north america, to phase out fossil fuels and vehicles.",Center for Biological Diversity (CBD),European Federation of Transport and Environment (T&E),19
1060,364,Undirected,13221,,0.4,COP24-014,"reclaiming power: the people’s global movement to phase out fossil fuels for real climate action nowhere in the paris agreement mentions fossil fuels, yet the managed decline of coal, oil and gas production is fundamental to achieving the paris goals. this panel highlights the ongoing efforts of global civil society groups to phase out fossil fuel production.",LDC Watch,Center for Biological Diversity (CBD),19
68,364,Undirected,13222,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Freedom from Debt Coalition Inc. (FDC),Center for Biological Diversity (CBD),19
1761,646,Undirected,13223,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Institute for Policy Studies (IPS),Society of Catholic Medical Missionaries (SCMM),19
1060,646,Undirected,13225,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",LDC Watch,Society of Catholic Medical Missionaries (SCMM),19
68,646,Undirected,13226,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Freedom from Debt Coalition Inc. (FDC),Society of Catholic Medical Missionaries (SCMM),19
1761,841,Undirected,13227,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Institute for Policy Studies (IPS),Rural Reconstruction Nepal (RRN),19
364,841,Undirected,13228,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Center for Biological Diversity (CBD),Rural Reconstruction Nepal (RRN),19
646,841,Undirected,13229,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Society of Catholic Medical Missionaries (SCMM),Rural Reconstruction Nepal (RRN),19
1060,841,Undirected,13230,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",LDC Watch,Rural Reconstruction Nepal (RRN),19
68,841,Undirected,13231,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Freedom from Debt Coalition Inc. (FDC),Rural Reconstruction Nepal (RRN),19
1060,1761,Undirected,13232,,0.4,COP24-014,"reclaiming power: the people’s global movement to phase out fossil fuels for real climate action nowhere in the paris agreement mentions fossil fuels, yet the managed decline of coal, oil and gas production is fundamental to achieving the paris goals. this panel highlights the ongoing efforts of global civil society groups to phase out fossil fuel production.",LDC Watch,Institute for Policy Studies (IPS),19
68,1761,Undirected,13233,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Freedom from Debt Coalition Inc. (FDC),Institute for Policy Studies (IPS),19
68,1060,Undirected,13234,,0.066667,COP23-107,"reclaiming power: people vs. polluters in the energy transformation the energy sector is the biggest contributor to climate change, but leaves 1 billion people without electricity. fossil fuels are no longer viable yet are still heavily subsidized. the side event will explore questions about what changes are needed to deliver the paris temperature goal.",Freedom from Debt Coalition Inc. (FDC),LDC Watch,19
1690,364,Undirected,13235,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",350.org (350.org),Center for Biological Diversity (CBD),19
904,364,Undirected,13236,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",PUSH Sweden,Center for Biological Diversity (CBD),19
431,364,Undirected,13237,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",Food & Water Watch (FWW),Center for Biological Diversity (CBD),19
1690,646,Undirected,13239,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",350.org (350.org),Society of Catholic Medical Missionaries (SCMM),19
904,646,Undirected,13240,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",PUSH Sweden,Society of Catholic Medical Missionaries (SCMM),19
431,646,Undirected,13241,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",Food & Water Watch (FWW),Society of Catholic Medical Missionaries (SCMM),19
1690,904,Undirected,13242,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",350.org (350.org),PUSH Sweden,19
1690,431,Undirected,13243,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",350.org (350.org),Food & Water Watch (FWW),19
904,431,Undirected,13244,,0.1,COP22-196,"keep it in the ground: the global civil society & political movement to end fossil fuel extraction fossil fuel reliance must end soon to achieve the paris agreement targets.this panel explores global case studies of the growing civil society movement and political lobbying and legislative efforts to end fossil fuel extraction, aiding global mitigation efforts toward a zero-carbon future.",PUSH Sweden,Food & Water Watch (FWW),19
773,238,Undirected,13251,,0.166667,COP23-292,"promoting renewable energy deployment in harmony with nature achieving the paris goals requires a rapid transition to renewable energies. if poorly planned, this could negatively impact nature, compromising efforts to achieve other sdgs. the cms energy task force will explore risks associated with renewables and share best practices for managing these.",Organisation pour le Respect de l'Environnement dans l'Entreprise (OREE),United Nations Environment Programme (UNEP),2
238,637,Undirected,13252,,0.166667,COP23-292,"promoting renewable energy deployment in harmony with nature achieving the paris goals requires a rapid transition to renewable energies. if poorly planned, this could negatively impact nature, compromising efforts to achieve other sdgs. the cms energy task force will explore risks associated with renewables and share best practices for managing these.",United Nations Environment Programme (UNEP),Nature and Biodiversity Conservation Union (NABU),2
773,637,Undirected,13253,,0.166667,COP23-292,"promoting renewable energy deployment in harmony with nature achieving the paris goals requires a rapid transition to renewable energies. if poorly planned, this could negatively impact nature, compromising efforts to achieve other sdgs. the cms energy task force will explore risks associated with renewables and share best practices for managing these.",Organisation pour le Respect de l'Environnement dans l'Entreprise (OREE),Nature and Biodiversity Conservation Union (NABU),2
238,706,Undirected,13254,,0.166667,COP23-292,"promoting renewable energy deployment in harmony with nature achieving the paris goals requires a rapid transition to renewable energies. if poorly planned, this could negatively impact nature, compromising efforts to achieve other sdgs. the cms energy task force will explore risks associated with renewables and share best practices for managing these.",United Nations Environment Programme (UNEP),BirdLife International (BLI),2
773,706,Undirected,13255,,0.166667,COP23-292,"promoting renewable energy deployment in harmony with nature achieving the paris goals requires a rapid transition to renewable energies. if poorly planned, this could negatively impact nature, compromising efforts to achieve other sdgs. the cms energy task force will explore risks associated with renewables and share best practices for managing these.",Organisation pour le Respect de l'Environnement dans l'Entreprise (OREE),BirdLife International (BLI),2
637,706,Undirected,13256,,0.166667,COP23-292,"promoting renewable energy deployment in harmony with nature achieving the paris goals requires a rapid transition to renewable energies. if poorly planned, this could negatively impact nature, compromising efforts to achieve other sdgs. the cms energy task force will explore risks associated with renewables and share best practices for managing these.",Nature and Biodiversity Conservation Union (NABU),BirdLife International (BLI),2
1778,602,Undirected,13257,,0.333333,COP28-116,"accelerating the just energy transition: decarbonizing industrial value chains with clean hydrogen unido, unece and unescap recognize the need for reducing ghg emissions and enabling inclusive growth that leaves no one behind. the side event will discuss how clean hydrogen can accelerate the just energy transition by decarbonizing industrial value chains and promoting socio-economic growth.",United Nations Industrial Development Organization (UNIDO),United Nations Economic Commission for Europe (ECE),2
827,602,Undirected,13258,,1.333333,COP28-183,"responsible and inclusive management of critical energy transition minerals ensuring a sustainable supply of minerals for the low-carbon energy transition requires diversification, innovation, effective governance, transparency, investment, and a circular economy. a un working group was formed to support a just energy transition through sustainable minerals development.",United Nations Economic and Social Commission for Asia and the Pacific (ESCAP),United Nations Economic Commission for Europe (ECE),19
1778,827,Undirected,13259,,0.333333,COP28-116,"accelerating the just energy transition: decarbonizing industrial value chains with clean hydrogen unido, unece and unescap recognize the need for reducing ghg emissions and enabling inclusive growth that leaves no one behind. the side event will discuss how clean hydrogen can accelerate the just energy transition by decarbonizing industrial value chains and promoting socio-economic growth.",United Nations Industrial Development Organization (UNIDO),United Nations Economic and Social Commission for Asia and the Pacific (ESCAP),2
744,1430,Undirected,13261,,0.333333,COP20-159,"advancing accountability for climate damages panelists will discuss scientific, legal & ethical dimensions of climate responsibility, focusing on carbon majors. this panel explores ways to change fossil fuel industry behavior and practical implementation of carbon majors research such as a fossil fuel extraction levy for loss & damage finance.",Center for International Environmental Law (CIEL),Heinrich Böll Foundation (HBF),19
1688,1430,Undirected,13262,,0.333333,COP20-159,"advancing accountability for climate damages panelists will discuss scientific, legal & ethical dimensions of climate responsibility, focusing on carbon majors. this panel explores ways to change fossil fuel industry behavior and practical implementation of carbon majors research such as a fossil fuel extraction levy for loss & damage finance.",Climate Justice Program (ACJP),Heinrich Böll Foundation (HBF),19
1688,744,Undirected,13263,,0.333333,COP20-159,"advancing accountability for climate damages panelists will discuss scientific, legal & ethical dimensions of climate responsibility, focusing on carbon majors. this panel explores ways to change fossil fuel industry behavior and practical implementation of carbon majors research such as a fossil fuel extraction levy for loss & damage finance.",Climate Justice Program (ACJP),Center for International Environmental Law (CIEL),19
785,809,Undirected,13264,,1,COP21-143,"more, faster, now! closing the emissions gap – how to unlock mitigation potential on the ground. we need to do much more, much faster, much more urgently to keep global warming well below 2°c. we will highlight inspirational examples of co-operation on sustainable, renewable energy solutions e.g. in sweden, caricom and sub saharan africa, discuss the solutions and how to overcome barriers.",Sweden,WWF (WWF),2
309,809,Undirected,13265,,0.333333,COP24-058,"local communities prepare for a post-coal future regions could shift from fossil-based energy to renewables, and citizens are making it happen. learn more about the efforts of local communities towards a just transition of coal regions!",CEE Bankwatch Network (Bankwatch),WWF (WWF),19
809,1209,Undirected,13266,,0.333333,COP24-058,"local communities prepare for a post-coal future regions could shift from fossil-based energy to renewables, and citizens are making it happen. learn more about the efforts of local communities towards a just transition of coal regions!",WWF (WWF),The Climate Reality Project,19
309,1209,Undirected,13267,,0.333333,COP24-058,"local communities prepare for a post-coal future regions could shift from fossil-based energy to renewables, and citizens are making it happen. learn more about the efforts of local communities towards a just transition of coal regions!",CEE Bankwatch Network (Bankwatch),The Climate Reality Project,19
1576,595,Undirected,13268,,0.333333,COP26-100,powering past gas - the role of public finance for a just energy transition for all renewables are the cheapest & best option for providing electricity to the 750 million people who go without. yet public finance for fossil fuels exceeds that of renewables. hear how the uk government is tackling this & from african voices on why gas isn’t the answer to access & poverty reduction.,Climate Action Network International (CAN International),Tearfund,19
1098,595,Undirected,13269,,0.333333,COP26-100,powering past gas - the role of public finance for a just energy transition for all renewables are the cheapest & best option for providing electricity to the 750 million people who go without. yet public finance for fossil fuels exceeds that of renewables. hear how the uk government is tackling this & from african voices on why gas isn’t the answer to access & poverty reduction.,The Catholic Agency for Overseas Development (CAFOD),Tearfund,19
1576,1098,Undirected,13270,,0.333333,COP26-100,powering past gas - the role of public finance for a just energy transition for all renewables are the cheapest & best option for providing electricity to the 750 million people who go without. yet public finance for fossil fuels exceeds that of renewables. hear how the uk government is tackling this & from african voices on why gas isn’t the answer to access & poverty reduction.,Climate Action Network International (CAN International),The Catholic Agency for Overseas Development (CAFOD),19
1690,627,Undirected,13271,,0.333333,COP25-129,"ensuring paris agreement implementation through limiting finance for fossil fuels. banks, insurers and investors have a key role in ensuring the implementation of the pa, especially article 2.1c. the event will explore which measures are necessary to divert funds from the fossil industry to the energy transition and low carbon development.",350.org (350.org),Rainforest Action Network (RAN),19
628,627,Undirected,13272,,0.433333,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,urgewald e.V.,Rainforest Action Network (RAN),2
1690,628,Undirected,13273,,0.333333,COP25-129,"ensuring paris agreement implementation through limiting finance for fossil fuels. banks, insurers and investors have a key role in ensuring the implementation of the pa, especially article 2.1c. the event will explore which measures are necessary to divert funds from the fossil industry to the energy transition and low carbon development.",350.org (350.org),urgewald e.V.,19
1445,627,Undirected,13275,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,"Center for Energy, Environment, and Development (CEED)",Rainforest Action Network (RAN),2
309,627,Undirected,13276,,0.433333,COP23-070,no more coal: research and campaigns for a global coal phase out coal must be phased out. it is no longer an appropriate source of energy. more than 1000 companies worldwide are involved in coal. their projects bury our chances of keeping global warming well below 2°c. banks and investors must cease support from coal companies.,CEE Bankwatch Network (Bankwatch),Rainforest Action Network (RAN),19
323,627,Undirected,13277,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,BankTrack,Rainforest Action Network (RAN),2
628,323,Undirected,13278,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,urgewald e.V.,BankTrack,2
1445,323,Undirected,13279,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,"Center for Energy, Environment, and Development (CEED)",BankTrack,2
309,323,Undirected,13280,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,CEE Bankwatch Network (Bankwatch),BankTrack,2
1445,628,Undirected,13281,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,"Center for Energy, Environment, and Development (CEED)",urgewald e.V.,2
628,309,Undirected,13282,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,urgewald e.V.,CEE Bankwatch Network (Bankwatch),2
1445,309,Undirected,13283,,0.1,COP27-153,the role of financiers and investors in africa's and asia's energy transition massive investments in new foss fuel extraction and infrastructure are blocking the energy transition in africa and asia. ngos provide their view of a just energy transition and discuss how to divert financiers and investors from driving this expansion to supporting clean energy solutions.,"Center for Energy, Environment, and Development (CEED)",CEE Bankwatch Network (Bankwatch),2
1249,627,Undirected,13285,,0.333333,COP23-070,no more coal: research and campaigns for a global coal phase out coal must be phased out. it is no longer an appropriate source of energy. more than 1000 companies worldwide are involved in coal. their projects bury our chances of keeping global warming well below 2°c. banks and investors must cease support from coal companies.,Sierra Club,Rainforest Action Network (RAN),19
1249,309,Undirected,13286,,0.333333,COP23-070,no more coal: research and campaigns for a global coal phase out coal must be phased out. it is no longer an appropriate source of energy. more than 1000 companies worldwide are involved in coal. their projects bury our chances of keeping global warming well below 2°c. banks and investors must cease support from coal companies.,Sierra Club,CEE Bankwatch Network (Bankwatch),19
1190,815,Undirected,13287,,0.333333,COP27-220,renewable energy growth in commonwealth countries and beyond the association for renewable energy and clean technology uk is showcasing the development of renewable energy among the commonwealth countries and exploring how the green movements can help to reduce carbon emissions and deliver energy security for both developing and developed nations.,The Association for Renewable Energy and Clean Technology (REA),Federation of Indian Chambers of Commerce and Industry (FICCI),2
1190,742,Undirected,13288,,0.333333,COP27-220,renewable energy growth in commonwealth countries and beyond the association for renewable energy and clean technology uk is showcasing the development of renewable energy among the commonwealth countries and exploring how the green movements can help to reduce carbon emissions and deliver energy security for both developing and developed nations.,The Association for Renewable Energy and Clean Technology (REA),International Hydropower Association (IHA),2
815,742,Undirected,13289,,0.333333,COP27-220,renewable energy growth in commonwealth countries and beyond the association for renewable energy and clean technology uk is showcasing the development of renewable energy among the commonwealth countries and exploring how the green movements can help to reduce carbon emissions and deliver energy security for both developing and developed nations.,Federation of Indian Chambers of Commerce and Industry (FICCI),International Hydropower Association (IHA),2
1565,264,Undirected,13290,,2,COP23-372,"achieving 100% renewable power supply for small island developing states (sids) this side event will discuss the formulation of energy roadmaps for sids, how international climate finance can unlock the potential towards 100% renewable energies and present the energy roadmap of the seychelles to derive a 100% renewable power supply by 2035.",Seychelles,ClimateNet,2
347,1521,Undirected,13292,,1,COP24-084,geothermal energy development in east africa successes and challenges of geothermal energy development in africa and awareness creation of the geothermal risk mitigation facility (grmf),Ethiopia,ECOWAS Regional Centre for Renewable Energy and Energy Efficiency (ECREEE),62
747,941,Undirected,13293,,0.333333,COP22-187,"100% renewable energy for 1.5°c a diverse group of champions from governments, civil society and businesses will gather at a major cop 22 event to make the case for a transition to 100% renewable energy as the ethical, feasible and financially sound approach to address climate change and keep global warming below 1.5°c.",IndyACT-The League of Independent Activists (IndyACT),Marshall Islands,2
941,1433,Undirected,13294,,0.333333,COP22-187,"100% renewable energy for 1.5°c a diverse group of champions from governments, civil society and businesses will gather at a major cop 22 event to make the case for a transition to 100% renewable energy as the ethical, feasible and financially sound approach to address climate change and keep global warming below 1.5°c.",Marshall Islands,Costa Rica,2
747,1433,Undirected,13295,,0.333333,COP22-187,"100% renewable energy for 1.5°c a diverse group of champions from governments, civil society and businesses will gather at a major cop 22 event to make the case for a transition to 100% renewable energy as the ethical, feasible and financially sound approach to address climate change and keep global warming below 1.5°c.",IndyACT-The League of Independent Activists (IndyACT),Costa Rica,2
437,493,Undirected,13296,,1,COP26-320,"the political economy of coal and its implications for clean energy transitions. based on lessons from countries phasing out coal, established coal users, countries phasing in coal, and coal exporters, this session will explore entry points to design politically feasible, climate compatible, and socially fair coal phase-out policies across a variety of contexts.",University of Potsdam,Stiftung Mercator Foundation,19
491,947,Undirected,13297,,0.166667,COP27-161,"deploying a broad portfolio of technology solutions to advance energy transition & decarbonization technology solutions as clean energy, energy efficiency, clean building materials and cdr, adapted to different localities, will be needed to facilitate the needed transitions to achieve 2050 goals. developing technical capacity of workforce & creating public-private partnerships will be essential.",International Council for Sustainable Energy (ICSE),Arizona State University (ASU),2
801,947,Undirected,13298,,0.166667,COP27-161,"deploying a broad portfolio of technology solutions to advance energy transition & decarbonization technology solutions as clean energy, energy efficiency, clean building materials and cdr, adapted to different localities, will be needed to facilitate the needed transitions to achieve 2050 goals. developing technical capacity of workforce & creating public-private partnerships will be essential.",Grace Richardson Fund (GRF),Arizona State University (ASU),2
491,801,Undirected,13299,,0.166667,COP27-161,"deploying a broad portfolio of technology solutions to advance energy transition & decarbonization technology solutions as clean energy, energy efficiency, clean building materials and cdr, adapted to different localities, will be needed to facilitate the needed transitions to achieve 2050 goals. developing technical capacity of workforce & creating public-private partnerships will be essential.",International Council for Sustainable Energy (ICSE),Grace Richardson Fund (GRF),2
491,1755,Undirected,13300,,0.833333,COP22-166,"taking the clean energy transformation from nationally determined contributions (ndcs) to action a panel of executives & market experts discuss a broad clean energy portfolio that will enable countries to reach ndc energy and mitigation goals, including energy efficiency, renewable energy as well as co2 capture & utilisation for energy and material production & for permanent geological storage.",International Council for Sustainable Energy (ICSE),European Business Council for Sustainable Energy (e5),2
947,1755,Undirected,13301,,0.166667,COP27-161,"deploying a broad portfolio of technology solutions to advance energy transition & decarbonization technology solutions as clean energy, energy efficiency, clean building materials and cdr, adapted to different localities, will be needed to facilitate the needed transitions to achieve 2050 goals. developing technical capacity of workforce & creating public-private partnerships will be essential.",Arizona State University (ASU),European Business Council for Sustainable Energy (e5),2
