Id,Label,clean_org,org_type,country_type,events,name,ff_nominator,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1649,,Climate Change Coordination Centre (C4),Constituency - Environmental,Non-Annex,0.333333,Climate Change Coordination Centre (C4),0,2,0.666667,1,1,1,0,0.010141
1540,,"Jubilee South Asia Pacific Movement, Inc. (APMDD)",Constituency - Environmental,Non-Annex,1.583333,"Jubilee South Asia Pacific Movement, Inc. (APMDD)",0,7,3.166667,15,0.145311,0.218412,0.008608,0.246984
1543,,All India Women's Conference (AIWC),Constituency - Women and Gender,Non-Annex,0.25,All India Women's Conference (AIWC),0,3,0.5,16,0.128889,0.179735,0,0.211115
577,,International Network for Sustainable Energy (INFORSE),Constituency - Environmental,Annex II,4.7,International Network for Sustainable Energy (INFORSE),0,12,5.4,15,0.146148,0.22594,0.044079,0.567939
896,,Association négaWatt,Constituency - Research and independent,Annex II,0.25,Association négaWatt,0,3,0.5,16,0.128889,0.179735,0,0.211115
1037,,Women Environmental Programme (WEP),Constituency - Women and Gender,Non-Annex,0.5,Women Environmental Programme (WEP),0,1,1,17,0.113408,0.142662,0,0.015963
401,,Climate and Health Limited,Constituency - Research and independent,Annex II,0.333333,Climate and Health Limited,0,2,0.666667,16,0.127593,0.169719,0,0.053389
1123,,Fundación Bariloche (FB),Constituency - Research and independent,Non-Annex,0.5,Fundación Bariloche (FB),0,1,1,17,0.113408,0.142662,0,0.015963
1205,,Clean Energy Nepal (CEN),Constituency - Environmental,Non-Annex,0.2,Clean Energy Nepal (CEN),0,4,0.4,14,0.138472,0.185218,0,0.131804
245,,Press Club Brussels Europe,Constituency - Research and independent,Annex II,0.2,Press Club Brussels Europe,0,4,0.4,14,0.138472,0.185218,0,0.131804
1773,,Movimiento Ciudadano frente al Cambio Climático (MOCICC),Constituency - Environmental,Non-Annex,0.533333,Movimiento Ciudadano frente al Cambio Climático (MOCICC),0,6,1.066667,14,0.145,0.211258,0.005495,0.236362
753,,Fédération des travailleurs et des travailleuses du Québec (FTQ),Constituency - Others,Annex II,0.2,Fédération des travailleurs et des travailleuses du Québec (FTQ),0,4,0.4,14,0.138472,0.185218,0,0.131804
20,,Academy for Mountain Environics (AME),Constituency - Environmental,Non-Annex,0.583333,Academy for Mountain Environics (AME),0,5,1.166667,15,0.137162,0.197328,0.003083,0.151383
139,,Environmental Defence Canada Inc.,Constituency - Environmental,Annex II,1.033333,Environmental Defence Canada Inc.,0,7,2.066667,14,0.151606,0.226562,0.014105,0.36126
609,,Environnement Jeunesse (ENJEU),Constituency - Environmental,Annex II,0.333333,Environnement Jeunesse (ENJEU),0,2,0.666667,15,0.13707,0.187186,0,0.102562
1656,,University of Plymouth,Constituency - Research and independent,Annex II,0.25,University of Plymouth,0,3,0.5,12,0.154373,0.187429,0,0.091319
248,,China Chamber of International Commerce (CCOIC),Constituency - Business and Industry,Non-Annex,0.25,China Chamber of International Commerce (CCOIC),0,3,0.5,12,0.154373,0.187429,0,0.091319
1624,,PAIRVI Associates (PAIRVI),Constituency - Environmental,Non-Annex,0.583333,PAIRVI Associates (PAIRVI),0,4,1.166667,16,0.123705,0.174651,0.000309,0.100357
408,,LINGO e.V.,Constituency - Environmental,Annex II,0.916667,LINGO e.V.,0,6,1.833333,15,0.137627,0.205641,0.007683,0.208753
677,,Servicios Ecumenicos para Reconciliacion y Reconstruccion (SERR),Constituency - Environmental,Annex II,0.25,Servicios Ecumenicos para Reconciliacion y Reconstruccion (SERR),0,3,0.5,16,0.121194,0.164431,0,0.075439
1058,,Asociación Interamericana para la Defensa del Ambiente (AIDA),Constituency - Environmental,Annex II,0.25,Asociación Interamericana para la Defensa del Ambiente (AIDA),0,3,0.5,16,0.121194,0.164431,0,0.075439
387,,International Council for Mining and Metals (ICMM),Constituency - Business and Industry,Annex II,1.833333,International Council for Mining and Metals (ICMM),0,3,1.666667,1,1,1,0.000029,0.014746
252,,Democratic Republic of the Congo,Party,Non-Annex,0.333333,Democratic Republic of the Congo,0,2,0.666667,2,0.75,0.833333,0,0.012215
1139,,Natural Resource Governance Institute (NRGI),Constituency - Research and independent,Annex II,0.333333,Natural Resource Governance Institute (NRGI),0,2,0.666667,2,0.75,0.833333,0,0.012215
921,,European Network for Community-Led Initiatives on Climate Change and Sustainability (ECOLISE),Constituency - Environmental,Annex II,0.25,European Network for Community-Led Initiatives on Climate Change and Sustainability (ECOLISE),0,3,0.5,16,0.128889,0.179735,0,0.236214
174,,Global Ecovillage Network (GEN - International),Constituency - Environmental,Annex II,0.833333,Global Ecovillage Network (GEN - International),0,6,1.666667,16,0.129135,0.187125,0.001343,0.369394
839,,Germany,Party,Annex II,3,Germany,0,1,2,1,1,1,0,0.002734
1347,,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),Constituency - Environmental,Annex II,1,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),0,1,2,1,1,1,0,0.002734
1732,,Peace Boat Disaster Relief Volunteer Center (PBV),Constituency - Environmental,Annex II,0.5,Peace Boat Disaster Relief Volunteer Center (PBV),0,1,1,1,1,1,0,0.002734
1608,,All China Environment Federation (ACEF),Constituency - Environmental,Non-Annex,0.5,All China Environment Federation (ACEF),1,1,1,1,1,1,0,0.002734
272,,The Carbon Trust,Constituency - Environmental,Annex II,2.166667,The Carbon Trust,0,11,4.333333,18,0.098496,0.181054,0.031354,0.244048
676,,Responding to Climate Change (RTCC),Constituency - Business and Industry,Annex II,1.5,Responding to Climate Change (RTCC),0,1,1,19,0.089704,0.134234,0,0.050106
634,,Ecologic Institute,Constituency - Research and independent,Annex II,0.833333,Ecologic Institute,0,2,1.666667,15,0.135695,0.176744,0,0.062433
1112,,Corporate Europe Observatory Foundation (CEO),Constituency - Research and independent,Annex II,0.616667,Corporate Europe Observatory Foundation (CEO),0,10,1.233333,13,0.164773,0.247671,0.013718,0.679328
1710,,Friends of the Earth International (FOEI),Constituency - Environmental,No match,0.75,Friends of the Earth International (FOEI),0,9,1.5,13,0.161753,0.238587,0.009175,0.579367
1421,,United Kingdom Youth Climate Coalition Limited (UKYCC),Constituency - Youth,Annex II,0.783333,United Kingdom Youth Climate Coalition Limited (UKYCC),0,8,1.566667,14,0.15508,0.23789,0.013695,0.528418
131,,Duke University,Constituency - Research and independent,Annex II,0.5,Duke University,0,1,1,1,1,1,0,0.002734
324,,German Marshall Fund of the United States (GMF),Constituency - Research and independent,Annex II,0.5,German Marshall Fund of the United States (GMF),0,1,1,1,1,1,0,0.002734
1713,,"Deep South Center for Environmental Justice, Inc. (DSCEJ, INC.)",Constituency - Environmental,Annex II,0.2,"Deep South Center for Environmental Justice, Inc. (DSCEJ, INC.)",0,4,0.4,14,0.146465,0.205749,0,0.292612
1423,,Waterkeeper Alliance,Constituency - Environmental,Annex II,0.2,Waterkeeper Alliance,0,4,0.4,14,0.146465,0.205749,0,0.292612
236,,New Energy and Industrial Technology Development Organization (NEDO),Constituency - Research and independent,Annex II,0.25,New Energy and Industrial Technology Development Organization (NEDO),0,3,0.5,19,0.089783,0.13916,0,0.091612
938,,Griha Council,Constituency - Research and independent,Non-Annex,0.25,Griha Council,0,3,0.5,19,0.089783,0.13916,0,0.091612
974,,"Wuppertal Institute for Climate, Environment and Energy",Constituency - Environmental,Annex II,0.583333,"Wuppertal Institute for Climate, Environment and Energy",0,4,1.166667,19,0.089823,0.141623,0.000015,0.104294
1197,,Global Carbon Capture and Storage Institute Ltd,Constituency - Business and Industry,Annex II,1.083333,Global Carbon Capture and Storage Institute Ltd,0,6,2.166667,17,0.107011,0.181931,0.047893,0.21268
920,,Lund University (LU),Constituency - Research and independent,Annex II,0.333333,Lund University (LU),0,2,0.666667,19,0.089744,0.136697,0,0.072225
757,,Global Industrial and Social Progress Research Institute (GISPRI),Constituency - Research and independent,Annex II,0.333333,Global Industrial and Social Progress Research Institute (GISPRI),0,2,0.666667,1,1,1,0,0.010141
326,,"Institute of Energy Economics, Japan (IEEJ)",Constituency - Research and independent,Annex II,0.333333,"Institute of Energy Economics, Japan (IEEJ)",0,2,0.666667,1,1,1,0,0.010141
846,,Keidanren,Constituency - Business and Industry,Annex II,0.333333,Keidanren,1,2,0.666667,1,1,1,0,0.010141
1404,,Grassroots Global Justice Alliance (GGJ),Constituency - Environmental,Annex II,0.5,Grassroots Global Justice Alliance (GGJ),0,1,1,16,0.126954,0.167553,0,0.043558
1050,,ClientEarth (CE),Constituency - Environmental,Annex II,0.333333,ClientEarth (CE),0,2,0.666667,13,0.145729,0.178328,0,0.033369
886,,Union of Concerned Scientists (UCS),Constituency - Environmental,Annex II,0.333333,Union of Concerned Scientists (UCS),0,2,0.666667,13,0.145729,0.178328,0,0.033369
1552,,Australian National University (ANU),Constituency - Research and independent,Annex II,0.5,Australian National University (ANU),0,1,1,1,1,1,0,0.002734
1030,,Iran Renewable Energy Association (IrREA),Constituency - Environmental,Non-Annex,0.5,Iran Renewable Energy Association (IrREA),0,1,1,1,1,1,0,0.002734
982,,"NGO Centre of Environmental Initiatives ""Ecoaction"" (NGO ""Ecoaction"")",Constituency - Environmental,Annex I Only,0.333333,"NGO Centre of Environmental Initiatives ""Ecoaction"" (NGO ""Ecoaction"")",0,2,0.666667,14,0.155199,0.203213,0,0.107568
223,,Both ENDS Foundation (BE),Constituency - Environmental,No match,0.2,Both ENDS Foundation (BE),0,4,0.4,18,0.105619,0.152426,0,0.130956
1479,,Zurich University of Applied Sciences (ZHAW),Constituency - Research and independent,Annex II,0.2,Zurich University of Applied Sciences (ZHAW),0,4,0.4,18,0.105619,0.152426,0,0.130956
1141,,University of Zurich (UZH),Constituency - Research and independent,Annex II,0.2,University of Zurich (UZH),0,4,0.4,18,0.105619,0.152426,0,0.130956
325,,United Kingdom of Great Britain and Northern Ireland,Party,Annex II,5.5,United Kingdom of Great Britain and Northern Ireland,0,1,1,19,0.087727,0.116711,0,0.019421
1508,,Germanwatch,Constituency - Environmental,Annex II,0.333333,Germanwatch,0,2,0.666667,12,0.156394,0.195251,0,0.083173
1466,,Sustainable Environmental Development Watch (SusWatch),Constituency - Environmental,Non-Annex,1.283333,Sustainable Environmental Development Watch (SusWatch),0,6,2.566667,16,0.129135,0.187125,0.000153,0.390819
1220,,Christian Commission for Development in Bangladesh (CCDB),Constituency - Environmental,Non-Annex,0.2,Christian Commission for Development in Bangladesh (CCDB),0,4,0.4,16,0.127834,0.176287,0,0.267886
321,,SustainableEnergy (SE),Constituency - Environmental,Annex II,0.7,SustainableEnergy (SE),0,4,1.4,16,0.127834,0.176287,0,0.267886
832,,Integrated Sustainable Energy and Ecological Development Association (INSEDA),Constituency - Environmental,Non-Annex,1.616667,Integrated Sustainable Energy and Ecological Development Association (INSEDA),0,7,3.233333,16,0.129217,0.189588,0.000289,0.41367
780,,Geres,Constituency - Environmental,Annex II,0.583333,Geres,0,5,1.166667,19,0.089982,0.146549,0.008742,0.103023
1621,,Climate Alliance (Klima-Bündnis),Constituency - Others,Annex II,0.25,Climate Alliance (Klima-Bündnis),0,3,0.5,20,0.082655,0.121536,0,0.048022
883,,The Heschel Center for Sustainability,Constituency - Environmental,Non-Annex,0.25,The Heschel Center for Sustainability,0,3,0.5,20,0.082655,0.121536,0,0.048022
1632,,Climate Alliance Italy,Constituency - Others,Annex II,0.25,Climate Alliance Italy,0,3,0.5,20,0.082655,0.121536,0,0.048022
788,,Canada,Party,Annex II,0.5,Canada,1,1,1,1,1,1,0,0.002734
601,,Assembly of First Nations (AFN),Constituency - Indigenous peoples,Annex II,0.5,Assembly of First Nations (AFN),0,1,1,1,1,1,0,0.002734
966,,Environnement et Developpement du Tiers-Monde (ENDA-TM),Constituency - Environmental,Non-Annex,0.333333,Environnement et Developpement du Tiers-Monde (ENDA-TM),0,2,0.666667,16,0.127673,0.171361,0,0.160862
693,,Norway,Party,Annex II,0.333333,Norway,1,2,0.666667,15,0.137627,0.180517,0,0.069347
1495,,University of East Anglia (UEA),Constituency - Research and independent,Annex II,0.5,University of East Anglia (UEA),0,1,1,15,0.134615,0.168451,0,0.035819
597,,Institute of Electrical and Electronics Engineers (IEEE),Constituency - Others,Annex II,0.333333,Institute of Electrical and Electronics Engineers (IEEE),0,2,0.666667,17,0.104049,0.147037,0,0.088071
1584,,Union of the Electricity Industry (Eurelectric),Constituency - Business and Industry,Annex II,0.666667,Union of the Electricity Industry (Eurelectric),0,4,1.333333,1,1,1,0.000058,0.024937
377,,International Union of Railways (UIC),Constituency - Business and Industry,Annex II,0.333333,International Union of Railways (UIC),0,2,0.666667,2,0.666667,0.75,0,0.015673
599,,International Association of Public Transport (UITP),Constituency - Others,Annex II,0.333333,International Association of Public Transport (UITP),0,2,0.666667,2,0.666667,0.75,0,0.015673
1240,,KfW,Constituency - Business and Industry,Annex II,0.333333,KfW,0,2,0.666667,19,0.089863,0.13916,0,0.07339
335,,Tunisia,Party,Non-Annex,0.5,Tunisia,0,1,1,1,1,1,0,0.002734
1526,,Perspectives Climate Research gGmbH (PCR),Constituency - Research and independent,Annex II,0.5,Perspectives Climate Research gGmbH (PCR),0,1,1,1,1,1,0,0.002734
806,,Indigenous Educational Network of Turtle Island (IENTI/IEN) (IEN),Constituency - Indigenous peoples,Annex II,0.166667,Indigenous Educational Network of Turtle Island (IENTI/IEN) (IEN),0,5,0.333333,13,0.156999,0.213921,0,0.387158
1497,,Corporate Accountability International,Constituency - Environmental,Annex II,0.166667,Corporate Accountability International,0,5,0.333333,13,0.156999,0.213921,0,0.387158
471,,Health of Mother Earth Foundation (HOMEF),Constituency - Environmental,Non-Annex,0.5,Health of Mother Earth Foundation (HOMEF),0,7,1,12,0.177293,0.247735,0.024787,0.480854
111,,Global Forest Coalition (GFC),Constituency - Environmental,No match,1.166667,Global Forest Coalition (GFC),0,5,0.333333,13,0.156999,0.213921,0,0.387158
1113,,IPIECA Limited (IPIECA),Constituency - Business and Industry,Annex II,1.5,IPIECA Limited (IPIECA),1,1,1,1,1,1,0,0.002734
1743,,University College London (UCL),Constituency - Research and independent,Annex II,0.5,University College London (UCL),0,1,1,1,1,1,0,0.002734
388,,Massachusetts Institute of Technology (MIT),Constituency - Research and independent,Annex II,0.5,Massachusetts Institute of Technology (MIT),0,1,1,18,0.10336,0.13107,0,0.011505
1437,,Nuclear Industry Association (NIA),Constituency - Business and Industry,Annex II,0.166667,Nuclear Industry Association (NIA),0,5,0.333333,3,0.52381,0.666667,0,0.391328
729,,Latin American Section of the American Nuclear Society (LAS/ANS),Constituency - Business and Industry,Non-Annex,0.166667,Latin American Section of the American Nuclear Society (LAS/ANS),0,5,0.333333,3,0.52381,0.666667,0,0.391328
1572,,Saint Kitts and Nevis,Party,Non-Annex,0.5,Saint Kitts and Nevis,0,1,1,1,1,1,0,0.002734
1590,,Foundation of Taiwan Industry Service (FTIS),Constituency - Environmental,Non-Annex,0.5,Foundation of Taiwan Industry Service (FTIS),0,1,1,1,1,1,0,0.002734
656,,Kiko Network,Constituency - Environmental,Annex II,0.5,Kiko Network,0,1,1,14,0.14387,0.180976,0,0.055593
417,,EarthAction,Constituency - Environmental,Annex II,0.5,EarthAction,0,1,1,15,0.139327,0.18286,0,0.087982
1152,,Alliance to Save Energy (ASE),Constituency - Business and Industry,Annex II,1.416667,Alliance to Save Energy (ASE),0,5,2.833333,16,0.114754,0.173009,0.000316,0.247956
959,,U.S. Green Building Council (USGBC),Constituency - Environmental,Annex II,1.333333,U.S. Green Building Council (USGBC),0,5,2.666667,16,0.113092,0.16291,0.001273,0.214159
239,,"Corn Refiners Association, Inc. (CRA)",Constituency - Business and Industry,Annex II,1.333333,"Corn Refiners Association, Inc. (CRA)",0,5,2.666667,16,0.114754,0.173009,0.000316,0.247956
242,,Edison Electric Institute (EEI),Constituency - Business and Industry,Annex II,0.333333,Edison Electric Institute (EEI),1,2,0.666667,17,0.103046,0.139977,0,0.083029
916,,Fundación Ambiente y Recursos Naturales (FARN),Constituency - Environmental,Non-Annex,0.833333,Fundación Ambiente y Recursos Naturales (FARN),0,3,1.666667,15,0.138756,0.195668,0.009603,0.099611
1069,,HATOF Foundation,Constituency - Environmental,Non-Annex,1,HATOF Foundation,0,1,2,1,1,1,0,0.002734
540,,Ghana,Party,Non-Annex,1,Ghana,0,1,2,1,1,1,0,0.002734
206,,"Action Group on Erosion, Technology and Concentration (ETC Group) (ETC Group)",Constituency - Environmental,Annex II,1.333333,"Action Group on Erosion, Technology and Concentration (ETC Group) (ETC Group)",0,2,0.666667,12,0.171598,0.221872,0,0.157676
441,,Philippines,Party,Non-Annex,0.5,Philippines,0,1,1,2,0.6,0.666667,0,0.006671
523,,Saudi Arabia,Party,Non-Annex,0.5,Saudi Arabia,0,1,1,18,0.096713,0.1391,0,0.041236
1446,,International National Trusts Organisation (INTO),Constituency - Environmental,Annex II,0.333333,International National Trusts Organisation (INTO),0,2,0.666667,17,0.115538,0.157217,0,0.142599
596,,National Carbon Sequestration Foundation (NCSF),Constituency - Others,Annex I Only,0.5,National Carbon Sequestration Foundation (NCSF),0,1,1,1,1,1,0,0.002734
836,,Russian Federation,Party,Annex I Only,0.5,Russian Federation,1,1,1,1,1,1,0,0.002734
927,,ParisTech (ParisTech),Constituency - Research and independent,Annex II,3,ParisTech (ParisTech),0,2,4,1,1,1,0,0.010141
1682,,Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech),Constituency - Research and independent,Annex II,1.5,Ecole Nationale Supérieure des Mines de Paris (Mines ParisTech),0,2,3,1,1,1,0,0.010141
82,,Centre International de Recherche sur l'Environnement et le Développement (CIRED),Constituency - Research and independent,Annex II,1.5,Centre International de Recherche sur l'Environnement et le Développement (CIRED),0,2,3,1,1,1,0,0.010141
1002,,Brazil,Party,Non-Annex,1.5,Brazil,1,1,1,1,1,1,0,0.002734
575,,Center for Management and Strategic Studies (CGEE),Constituency - Research and independent,Non-Annex,0.5,Center for Management and Strategic Studies (CGEE),0,1,1,1,1,1,0,0.002734
1622,,Zambia,Party,Non-Annex,0.5,Zambia,0,1,1,17,0.109848,0.13681,0,0.016499
669,,International Council of Chemical Associations (ICCA),Constituency - Business and Industry,Annex II,1,International Council of Chemical Associations (ICCA),1,2,2,18,0.0958,0.135242,0.002943,0.036538
1361,,European Chemical Industry Council (CEFIC),Constituency - Business and Industry,Annex II,0.5,European Chemical Industry Council (CEFIC),0,1,1,19,0.087462,0.113591,0,0.009082
739,,Fraunhofer Institute for Systems and Innovation Research (FhG ISI),Constituency - Research and independent,Annex II,0.5,Fraunhofer Institute for Systems and Innovation Research (FhG ISI),0,1,1,1,1,1,0,0.002734
356,,"Tokyo Institute of Technology, Japan (Tokyo Tech, Japan)",Constituency - Research and independent,Annex II,0.5,"Tokyo Institute of Technology, Japan (Tokyo Tech, Japan)",0,1,1,1,1,1,0,0.002734
821,,Institute for European Environmental Policy (IEEP),Constituency - Environmental,Annex II,0.5,Institute for European Environmental Policy (IEEP),0,1,1,18,0.103046,0.127376,0,0.006483
1160,,Global Call for Climate Action (GCCA),Constituency - Environmental,Annex II,0.5,Global Call for Climate Action (GCCA),0,1,1,15,0.13294,0.16395,0,0.020236
1439,,The Climate Center,Constituency - Others,Annex II,0.5,The Climate Center,0,1,1,2,0.666667,0.75,0,0.004149
228,,National Renewable Energy Laboratory/Alliance for Sustainable Energy (NREL),Constituency - Research and independent,Annex II,1,National Renewable Energy Laboratory/Alliance for Sustainable Energy (NREL),0,2,2,1,1,1,0.000015,0.006207
551,,United States of America,Party,Annex II,1.5,United States of America,0,1,1,2,0.666667,0.75,0,0.004149
332,,Sequoia Foundation,Constituency - Environmental,Annex II,0.333333,Sequoia Foundation,0,2,0.666667,1,1,1,0,0.010141
1034,,Feasta Ltd (Feasta),Constituency - Research and independent,Annex II,0.333333,Feasta Ltd (Feasta),0,2,0.666667,1,1,1,0,0.010141
333,,"Corporación Centro de Estudios de Derecho, Justicia y Sociedad (DEJUSTICIA)",Constituency - Research and independent,Non-Annex,0.333333,"Corporación Centro de Estudios de Derecho, Justicia y Sociedad (DEJUSTICIA)",0,2,0.666667,1,1,1,0,0.010141
580,,Institute for Climate and Sustainable Cities (ICSC) (ICSC),Constituency - Research and independent,Non-Annex,0.5,Institute for Climate and Sustainable Cities (ICSC) (ICSC),0,1,1,1,1,1,0,0.002734
703,,Smart Energy for Europe Platform (SEFEP) gGmbH,Constituency - Research and independent,Annex II,0.5,Smart Energy for Europe Platform (SEFEP) gGmbH,0,1,1,1,1,1,0,0.002734
869,,Leadership for Environment and Development International (LEAD International),Constituency - Environmental,Annex II,0.333333,Leadership for Environment and Development International (LEAD International),0,2,0.666667,1,1,1,0,0.010141
1619,,Kenya,Party,Non-Annex,0.333333,Kenya,0,2,0.666667,1,1,1,0,0.010141
1670,,"Bill, Hillary & Chelsea Clinton Foundation (Clinton Foundation)",Constituency - Environmental,Annex II,0.333333,"Bill, Hillary & Chelsea Clinton Foundation (Clinton Foundation)",0,2,0.666667,1,1,1,0,0.010141
845,,Centre for Environmental Justice (CEJ),Constituency - Environmental,Non-Annex,0.333333,Centre for Environmental Justice (CEJ),0,2,0.666667,14,0.139423,0.182338,0,0.107326
1293,,Korean Federation for Environmental Movement (KFEM),Constituency - Environmental,Non-Annex,0.333333,Korean Federation for Environmental Movement (KFEM),0,2,0.666667,14,0.139423,0.182338,0,0.107326
890,,Institute for Environment and Development Sustainability (IEDS),Constituency - Environmental,Non-Annex,0.5,Institute for Environment and Development Sustainability (IEDS),0,1,1,20,0.082286,0.112669,0,0.013037
1330,,Energy Saving Trust,Constituency - Environmental,Annex II,0.5,Energy Saving Trust,0,1,1,19,0.089704,0.134234,0,0.050106
1484,,"Fundación Desarrollo Sustentable, A.C. (FDS)",Constituency - Research and independent,Non-Annex,0.5,"Fundación Desarrollo Sustentable, A.C. (FDS)",0,1,1,1,1,1,0,0.002734
915,,Centre for International Governance Innovation (CIGI),Constituency - Research and independent,Annex II,0.5,Centre for International Governance Innovation (CIGI),0,1,1,1,1,1,0,0.002734
768,,The Kenya Climate Change Working Group Association (KCCWGA),Constituency - Environmental,Non-Annex,0.5,The Kenya Climate Change Working Group Association (KCCWGA),0,1,1,1,1,1,0,0.002734
418,,Club UNESCO du centre d'action femme et enfant (CUCAFE),Constituency - Environmental,Non-Annex,0.5,Club UNESCO du centre d'action femme et enfant (CUCAFE),0,1,1,1,1,1,0,0.002734
781,,EURONATURA - Centre for Environmental Law and Sustainable Development,Constituency - Environmental,Annex II,0.5,EURONATURA - Centre for Environmental Law and Sustainable Development,0,1,1,1,1,1,0,0.002734
625,,Portugal,Party,Annex II,0.5,Portugal,0,1,1,1,1,1,0,0.002734
1672,,International Partnership for Energy Efficiency Co (IPEEC),No match,No match,0.5,International Partnership for Energy Efficiency Co (IPEEC),0,1,1,1,1,1,0,0.002734
1651,,Red Arg. de Municipios frente al Cambio Climático (RAMCC),No match,No match,0.5,Red Arg. de Municipios frente al Cambio Climático (RAMCC),0,1,1,1,1,1,0,0.002734
724,,Organización para la Conservación de Cetáceos (OCC-Uruguay),No match,No match,0.333333,Organización para la Conservación de Cetáceos (OCC-Uruguay),0,2,0.666667,1,1,1,0,0.010141
465,,Leonardo DiCaprio Foundation - Planet Pledge (LDF-PP),No match,No match,0.333333,Leonardo DiCaprio Foundation - Planet Pledge (LDF-PP),0,2,0.666667,1,1,1,0,0.010141
114,,"Yes to Life, No to Mining (YLNM)",No match,No match,0.333333,"Yes to Life, No to Mining (YLNM)",0,2,0.666667,1,1,1,0,0.010141
370,,Electriciens sans frontières,Constituency - Environmental,Annex II,0.333333,Electriciens sans frontières,0,2,0.666667,2,0.666667,0.75,0,0.015673
191,,Union Française de l'Electricité (UFE),Constituency - Business and Industry,Annex II,0.333333,Union Française de l'Electricité (UFE),0,2,0.666667,2,0.666667,0.75,0,0.015673
1680,,Argentina,Party,Non-Annex,1,Argentina,1,0,0,0,0,0,0,0
222,,Asian Development Bank (ADB),IGO,Non-Annex,1,Asian Development Bank (ADB),0,0,0,0,0,0,0,0
ind-0,,Belarus,Party,Annex I Only,1,,0,0,0,0,0,0,0,0
1695,,Clean Air Task Force (CATF),Constituency - Research and independent,Annex II,1,Clean Air Task Force (CATF),0,0,0,0,0,0,0,0
ind-1,,Climate Change Studio,No match,No match,5,,0,0,0,0,0,0,0,0
1614,,Climate Institute (CI),Constituency - Research and independent,Annex II,1,Climate Institute (CI),0,0,0,0,0,0,0,0
ind-2,,Council of European Energy Regulators (CEER),Constituency - Research and independent,Annex II,1,,0,0,0,0,0,0,0,0
143,,EPIA SolarPower Europe (SPE),Constituency - Business and Industry,Annex II,3,EPIA SolarPower Europe (SPE),0,0,0,0,0,0,0,0
ind-3,,Energy Carbon Fund (ECF),Constituency - Business and Industry,Annex I Only,1,,0,0,0,0,0,0,0,0
1248,,Energy Research Centre of the Netherlands (ECN),Constituency - Research and independent,No match,1,Energy Research Centre of the Netherlands (ECN),0,0,0,0,0,0,0,0
ind-4,,Energy Strategies (ES),Constituency - Environmental,Annex II,1,,0,0,0,0,0,0,0,0
ind-5,,Environmental Institute of Munich,Constituency - Environmental,Annex II,1,,0,0,0,0,0,0,0,0
ind-6,,European Renewable Energy Council (EREC),Constituency - Business and Industry,Annex II,3,,0,0,0,0,0,0,0,0
784,,Federation of German Industries (BDI),Constituency - Business and Industry,Annex II,1,Federation of German Industries (BDI),0,0,0,0,0,0,0,0
922,,Food and Agriculture Organization of the United Nations (FAO),UN,International,2,Food and Agriculture Organization of the United Nations (FAO),0,0,0,0,0,0,0,0
ind-7,,Global Climate Action (GCA),UN,International,12,,0,0,0,0,0,0,0,0
12,,Global Environment Centre (GEC),Constituency - Environmental,Non-Annex,1,Global Environment Centre (GEC),0,0,0,0,0,0,0,0
713,,Global Environment Facility (GEF),No match,No match,2,Global Environment Facility (GEF),0,0,0,0,0,0,0,0
1587,,Institut International du Froid (IIF),IGO,Annex II,1,Institut International du Froid (IIF),0,0,0,0,0,0,0,0
ind-8,,Institute Research for the Upliftment and Prevention of Poverty (Nova Institute),Constituency - Research and independent,Non-Annex,1,,0,0,0,0,0,0,0,0
64,,International Atomic Energy Agency (IAEA),UN,International,3,International Atomic Energy Agency (IAEA),0,0,0,0,0,0,0,0
ind-9,,International Biochar Initiative (IBI),Constituency - Business and Industry,Annex II,2,,0,0,0,0,0,0,0,0
116,,International Centre for Research in Agroforestry (ICRAF),IGO,Non-Annex,1,International Centre for Research in Agroforestry (ICRAF),0,0,0,0,0,0,0,0
547,,International Centre for Trade and Sustainable Development (ICTSD),Constituency - Research and independent,Annex II,2,International Centre for Trade and Sustainable Development (ICTSD),0,0,0,0,0,0,0,0
ind-10,,International Monetary Fund (IMF),UN,International,1,,0,0,0,0,0,0,0,0
ind-11,,International Solar Alliance (ISA),IGO,Non-Annex,1,,0,0,0,0,0,0,0,0
360,,International Union for Conservation of Nature (IUCN),IGO,Annex II,1,International Union for Conservation of Nature (IUCN),0,0,0,0,0,0,0,0
697,,Italy,Party,Annex II,3,Italy,1,0,0,0,0,0,0,0
942,,Lebanon,Party,Non-Annex,1,Lebanon,0,0,0,0,0,0,0,0
1300,,Morocco,Party,Non-Annex,1,Morocco,1,0,0,0,0,0,0,0
13,,Natural Resources Defense Council (NRDC),Constituency - Environmental,Annex II,1,Natural Resources Defense Council (NRDC),0,0,0,0,0,0,0,0
1062,,One Sky - Canadian Institute of Sustainable Living (ONE SKY),Constituency - Environmental,Annex II,1,One Sky - Canadian Institute of Sustainable Living (ONE SKY),0,0,0,0,0,0,0,0
ind-12,,Organization of American States (OAS),IGO,Annex II,1,,0,0,0,0,0,0,0,0
592,,Rainforest Alliance (RA),Constituency - Environmental,Annex II,1,Rainforest Alliance (RA),0,0,0,0,0,0,0,0
